wo_number,work_dept,work_code,est_hrs,actual_hrs,hrs_variance,est_cost,job_cost,cost_variance,description,source_tier,source_file
10082.2,0600,0610,0.5,0.25,-0.25,28.6,13.24,-15.36,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.2,0600,0620,0.66,2.5,1.84,37.42,123.2,85.78,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.2,0600,0630,4.25,4.25,216.31,216.31,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.2,0600,0640,2.0,0.0,-2.0,228.8,0.0,-228.8,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.2,0600,9600,2.0,2.0,99.4,99.4,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.3,0100,0110,1.0,0.25,-0.75,42.46,9.9,-32.56,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.3,0200,0200,0.25,0.25,7.24,7.24,,,FABRICATION LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.3,0200,0260,1.25,0.5,-0.75,53.08,19.3,-33.78,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.3,0200,0270,0.5,0.5,19.3,19.3,,,MISC FABRICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.3,0200,9200,0.75,0.75,21.71,21.71,,,FABRICATION OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.3,0500,0510,1.0,0.0,-1.0,42.46,0.0,-42.46,LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.3,0500,0520,1.0,0.75,-0.25,42.46,28.95,-13.51,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.3,0500,0530,1.0,0.0,-1.0,42.46,0.0,-42.46,PRINTED GRAPHICS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.3,0500,0550,1.0,0.0,-1.0,42.46,0.0,-42.46,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.3,0600,0610,0.25,0.0,-0.25,14.3,0.0,-14.3,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.3,0600,0630,1.0,0.0,-1.0,57.2,0.0,-57.2,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10083.1,0200,0282,0.25,0.0,-0.25,10.62,0.0,-10.62,CHECK IN FREIGHT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10083.1,0600,0610,0.75,0.75,37.55,37.55,,,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10083.1,0600,0625,1.0,0.0,-1.0,57.2,0.0,-57.2,REMOVAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10083.1,0600,0630,1.0,0.5,-0.5,57.2,26.46,-30.74,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10083.2,0200,0282,0.25,0.0,-0.25,10.62,0.0,-10.62,CHECK IN FREIGHT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10083.2,0600,0620,0.25,0.25,11.9,11.9,,,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10083.2,0600,0630,3.75,3.75,182.33,182.33,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10083.2,0600,0640,1.0,0.0,-1.0,114.4,0.0,-114.4,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10083.3,0200,0282,0.25,0.0,-0.25,10.62,0.0,-10.62,CHECK IN FREIGHT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10083.3,0600,0610,0.25,0.25,12.16,12.16,,,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10083.3,0600,0620,0.25,0.25,11.9,11.9,,,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10083.3,0600,0630,7.25,7.25,372.89,372.89,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10083.3,0600,0640,1.0,0.0,-1.0,114.4,0.0,-114.4,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10083.4,0099,0098,0.5,0.5,20.27,20.27,,,PERMIT SUBMITTED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10084.1,0100,0110,0.25,0.25,9.9,9.9,,,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10084.1,0100,0130,1.0,0.0,-1.0,42.46,0.0,-42.46,LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10084.1,0200,0270,2.0,0.0,-2.0,84.92,0.0,-84.92,MISC FABRICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10084.1,0200,0282,0.5,0.0,-0.5,21.23,0.0,-21.23,CHECK IN FREIGHT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10084.1,0400,0410,0.5,0.0,-0.5,21.23,0.0,-21.23,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10084.1,0400,0420,0.5,0.0,-0.5,21.23,0.0,-21.23,PRIME AND FINISH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10084.1,0600,0610,2.75,2.75,142.3,142.3,,,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10084.1,0600,0620,2.0,2.0,97.3,97.3,,,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10084.1,0600,0625,4.0,0.0,-4.0,228.8,0.0,-228.8,REMOVAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10084.1,0600,0630,8.25,8.25,416.14,416.14,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10084.1,0600,0640,4.0,0.0,-4.0,457.6,0.0,-457.6,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10084.1,0600,0815,1.0,0.0,-1.0,57.2,0.0,-57.2,SURVEY,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10084.1,0600,9600,1.5,1.5,76.17,76.17,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10084.1,5300,5320,1.0,0.0,-1.0,42.46,0.0,-42.46,ADMINSTRATIVE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10085.1,0200,0260,2.0,2.0,57.9,57.9,,,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10085.1,0200,0280,2.25,2.25,71.67,71.67,,,CRATING & SHIPPING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10085.1,0500,0520,2.75,2.75,106.63,106.63,,,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10085.1,0500,0550,1.25,1.25,48.25,48.25,,,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10085.1,0500,9500,0.25,0.25,9.65,9.65,,,VINYL DEPT OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10086.1,0600,0610,1.0,0.0,-1.0,57.2,0.0,-57.2,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10086.1,0600,0620,2.0,1.0,-1.0,113.4,50.4,-63.0,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10086.1,0600,0630,6.0,6.0,0.0,343.2,308.88,-34.32,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10086.1,0600,9600,2.75,2.75,147.46,147.46,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10086.1,0700,0720,1.0,0.0,-1.0,61.49,0.0,-61.49,SERVICE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10086.2,0600,0610,1.0,0.0,-1.0,57.2,0.0,-57.2,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10086.2,0600,0620,2.0,0.0,-2.0,113.4,0.0,-113.4,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10086.2,0600,0630,6.0,9.5,3.5,343.2,499.24,156.04,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10086.2,0600,9600,5.0,5.0,262.75,262.75,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10086.2,0700,0720,1.0,0.0,-1.0,61.49,0.0,-61.49,SERVICE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10087.1,0200,0282,0.5,0.0,-0.5,21.23,0.0,-21.23,CHECK IN FREIGHT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10087.1,0600,0610,0.5,0.5,26.46,26.46,,,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10087.1,0600,0620,1.5,1.5,73.5,73.5,,,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10087.1,0600,0630,2.0,3.25,1.25,114.4,170.89,56.49,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10088.1,0100,0110,0.6,0.0,-0.6,25.48,0.0,-25.48,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10088.1,0500,0510,1.2,0.0,-1.2,50.95,0.0,-50.95,LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10088.1,0500,0520,6.0,6.75,0.75,254.76,262.74,7.98,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10088.1,0500,0550,1.75,1.75,67.55,67.55,,,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,0100,0110,1.0,0.0,-1.0,42.46,0.0,-42.46,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,0200,0200,3.0,1.0,-2.0,127.38,37.64,-89.74,FABRICATION LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,0200,0210,8.0,15.25,7.25,339.68,566.84,227.16,SHEET METAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,0200,0215,4.0,4.25,0.25,169.84,157.9,-11.94,STRUCTURAL STEEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,0200,0220,16.0,19.25,3.25,679.36,715.18,35.82,EXTRUSIONS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,0200,0235,2.0,0.0,-2.0,84.92,0.0,-84.92,ROUTING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,0200,0260,4.0,0.0,-4.0,169.84,0.0,-169.84,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,0200,0270,8.0,7.75,-0.25,339.68,287.94,-51.74,MISC FABRICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,0200,9200,7.5,7.5,278.66,278.66,,,FABRICATION OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,0300,0310,4.0,0.0,-4.0,169.84,0.0,-169.84,BALLAST WIRING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,0300,0340,3.5,3.5,130.04,130.04,,,ELECTRICAL WIRING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,0400,0410,4.0,5.75,1.75,169.84,216.42,46.58,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,0400,0420,6.0,5.5,-0.5,254.76,207.01,-47.75,PRIME AND FINISH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,0400,9400,0.75,0.75,28.24,28.24,,,PAINT DEPT OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,0500,0510,1.0,0.0,-1.0,42.46,0.0,-42.46,LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,0500,0520,3.0,1.25,-1.75,127.38,46.69,-80.69,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,0500,0550,6.0,1.5,-4.5,254.76,56.11,-198.65,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,0500,9500,1.0,1.0,37.15,37.15,,,VINYL DEPT OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,0600,0605,0.5,0.5,27.54,27.54,,,FOOTING - INSTALLATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,0600,0610,1.0,2.0,1.0,57.2,110.14,52.94,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,0600,0615,1.0,0.0,-1.0,57.2,0.0,-57.2,WIRING - INSTALLATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,0600,0620,1.5,0.0,-1.5,85.05,0.0,-85.05,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,0600,0630,4.25,4.25,204.52,204.52,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,0600,0640,3.0,0.0,-3.0,343.2,0.0,-343.2,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,0600,9600,3.5,3.5,176.61,176.61,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,5200,5200,0.25,0.25,9.28,9.28,,,CLEAN & MAINTAIN SHOP,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.2,0099,0098,0.5,0.5,20.27,20.27,,,PERMIT SUBMITTED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.2,0099,0099,1.0,1.0,40.53,40.53,,,PERMIT RECEIVED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.1,0100,0130,6.0,0.0,-6.0,254.7,0.0,-254.7,LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.1,0200,0230,60.0,84.0,24.0,2547.0,2937.54,390.54,CHANNEL LETTERS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.1,0200,0260,15.5,15.5,660.2,660.2,,,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.1,0300,0320,81.0,0.5,-80.5,3438.45,20.52,-3417.93,NEON WIRING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.1,0300,0330,54.0,41.0,-13.0,2292.3,1695.77,-596.53,NEON BENDING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.1,0400,0410,4.75,4.75,168.05,168.05,,,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.1,0400,0420,0.75,0.75,24.2,24.2,,,PRIME AND FINISH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.1,0500,0520,6.5,6.5,243.09,243.09,,,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.1,0500,0550,16.0,3.75,-12.25,679.2,172.46,-506.74,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.1,0600,0610,4.25,4.25,258.4,258.4,,,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.1,0600,0615,3.5,3.5,212.8,212.8,,,WIRING - INSTALLATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.1,0700,0820,1.25,1.25,69.7,69.7,,,SERVICE LABOR,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.1,5300,5320,0.75,0.75,40.33,40.33,,,ADMINSTRATIVE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.2,0600,0640,38.0,0.0,-38.0,4134.4,0.0,-4134.4,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.2,0600,0815,2.0,2.0,72.96,72.96,,,SURVEY,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.3,0200,0260,0.25,0.25,10.64,10.64,,,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.3,0300,0320,5.25,5.25,231.73,231.73,,,NEON WIRING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.3,0400,0410,7.0,7.0,219.33,219.33,,,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.3,0400,0420,5.0,5.0,161.31,161.31,,,PRIME AND FINISH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.3,0500,0520,5.75,5.75,233.39,233.39,,,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.3,0500,0550,5.5,5.5,252.95,252.95,,,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.3,0600,0610,7.25,7.25,353.6,353.6,,,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.3,0600,0625,0.5,0.5,20.0,20.0,,,REMOVAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.3,0700,0720,4.5,4.5,180.0,180.0,,,SERVICE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.4,0700,0720,3.0,3.0,120.0,120.0,,,SERVICE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.5,0500,0550,1.5,1.5,65.26,65.26,,,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.5,0600,0625,1.5,1.5,73.79,73.79,,,REMOVAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.5,0600,0815,1.0,1.0,49.22,49.22,,,SURVEY,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.1,0100,0110,1.0,0.0,-1.0,42.46,0.0,-42.46,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.1,0500,0520,1.0,0.25,-0.75,42.46,9.9,-32.56,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.1,0500,0550,0.25,0.25,9.65,9.65,,,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.1,0600,0610,1.25,1.25,61.87,61.87,,,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.1,0600,0612,2.0,0.0,-2.0,122.98,0.0,-122.98,INSTALL - NO CRANE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.1,0600,0620,7.25,7.25,355.6,355.6,,,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.1,0600,0630,1.5,1.5,72.93,72.93,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.1,0600,9600,1.5,1.5,72.94,72.94,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.2,0100,0110,0.5,0.0,-0.5,21.23,0.0,-21.23,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.2,0500,0520,0.5,1.25,0.75,21.23,48.27,27.04,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.2,0600,0612,1.0,0.0,-1.0,61.49,0.0,-61.49,INSTALL - NO CRANE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.2,0600,0630,0.5,0.5,26.46,26.46,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.3,0100,0110,0.5,0.0,-0.5,21.23,0.0,-21.23,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.3,0500,0510,0.25,0.0,-0.25,10.62,0.0,-10.62,LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.3,0500,0520,0.25,0.5,0.25,10.62,19.55,8.93,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.3,0500,0530,0.5,0.0,-0.5,21.23,0.0,-21.23,PRINTED GRAPHICS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.3,0600,0612,1.0,0.0,-1.0,61.49,0.0,-61.49,INSTALL - NO CRANE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.3,0600,0630,1.25,1.25,60.78,60.78,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.4,0100,0110,1.0,0.0,-1.0,42.46,0.0,-42.46,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.4,0200,0220,4.0,0.0,-4.0,169.84,0.0,-169.84,EXTRUSIONS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.4,0200,0230,1.0,1.0,29.92,29.92,,,CHANNEL LETTERS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.4,0200,0235,0.25,0.25,7.24,7.24,,,ROUTING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.4,0200,0260,0.5,1.25,0.75,21.23,48.25,27.02,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.4,0300,0310,2.0,0.0,-2.0,84.92,0.0,-84.92,BALLAST WIRING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.4,0300,9300,1.0,1.0,29.94,29.94,,,ELECTRICAL OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.4,0400,0410,1.0,0.0,-1.0,42.46,0.0,-42.46,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.4,0400,0420,2.0,0.0,-2.0,84.92,0.0,-84.92,PRIME AND FINISH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.4,0500,0520,1.0,0.5,-0.5,42.46,19.55,-22.91,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.4,0500,0550,1.0,0.0,-1.0,42.46,0.0,-42.46,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.4,0600,0610,0.5,0.0,-0.5,28.6,0.0,-28.6,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.4,0600,0620,4.0,0.0,-4.0,226.8,0.0,-226.8,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.4,0600,0630,4.0,1.25,-2.75,228.8,66.15,-162.65,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
