linkToSalesperson_assoc_name,zip,phone,custNo,@ID,address,name,state,address_2,customer,linkToPymtTerms_assoc_desc,taxCode,contact,city,desc
,75206-3943,(214) 696-6962 x7371,69650,69650,"6688 N. Central Expwy., #700",MADELEINE FRENCH BAKERY & CAFE,TX,,"MADELEINE FRENCH BAKERY & CAFE; 6688 N. Central Expwy., #700; Dallas, TX 75206-3943",NET 30 DAYS,,,Dallas,
,94102,(415) 954-6000,69600,69600,50 O'Farrell St.,MACY'S WEST,CA,,"MACY'S WEST; 50 O'Farrell St.; San Francisco, CA 94102",NET 30 DAYS,,,San Francisco,
,10001,(212) 695-4400,69550,69550,151 W. 34th St.,MACY'S EAST,NY,,"MACY'S EAST; 151 W. 34th St.; New York, NY 10001",NET 30 DAYS,,,New York,
,50316,,69500,69500,Across from Lutheran Hospital,MACVILAY PLAZA,IA,,"MACVILAY PLAZA; Across from Lutheran Hospital; Des Moines, IA 50316",NET 30 DAYS,,,Des Moines,
Joe Phillips,51449,712-464-3185,2259,2259,1201 WEST MAIN WEST HWY 175,"MACKE MOTORS, INC.",IA,,"MACKE MOTORS, INC.; 1201 WEST MAIN WEST HWY 175; LAKE CITY, IA 51449",NET 30 DAYS,,,LAKE CITY,
,18105,(610) 709-3011 x3751,69450,69450,2100 Mack Blvd.,"MACK TRUCKS, INC.",PA,,"MACK TRUCKS, INC.; 2100 Mack Blvd.; Allentown, PA 18105",NET 30 DAYS,,,Allentown,
,76099,(972) 929-4070,69400,69400,8920 W. Royal Lane,MACHINE AUTOMATION TECHNOLOGIE,TX,,"MACHINE AUTOMATION TECHNOLOGIE; 8920 W. Royal Lane; Grapevine, TX 76099",NET 30 DAYS,,,Grapevine,
,19406-3107,(610) 265-6606,69300,69300,381 Brooks Rd.,"MAACO ENTERPRISES, INC.",PA,,"MAACO ENTERPRISES, INC.; 381 Brooks Rd.; King of Prussia, PA 19406-3107",NET 30 DAYS,,,King of Prussia,
Rich Thompson,50325,515 223 6037,4282,4282,1998 NW 92ND CT,MAACO AUTO BODY,IA,,"MAACO AUTO BODY; 1998 NW 92ND CT; CLIVE, IA 50325",NET 30 DAYS,,,CLIVE,
,50109,515 473 4464,3452,3452,32871 190TH,LYLE CHALOUPKA,IA,,"LYLE CHALOUPKA; 32871 190TH; GRANGER, IA 50109",NET 30 DAYS,,,GRANGER,
Kent Reed,50317,(515) 263-4336,4048,4048,SUITE 105,LV NAILS,IA,2355 E UNIVERSITY AVE,"LV NAILS; SUITE 105; 2355 E UNIVERSITY AVE; DES MOINES, IA 50317",NET 30 DAYS,,Van,DES MOINES,
,51060,,69250,69250,86th St,LUXURY NAILS,IA,,"LUXURY NAILS; 86th St; Urbandale, IA 51060",NET 30 DAYS,,,Urbandale,
Joe Phillips,50263,,4585,4585,47 NE CAREFREE LN,LUXURY NAILS,IA,,"LUXURY NAILS; 47 NE CAREFREE LN; WAUKEE, IA 50263",NET 30 DAYS,,,WAUKEE,
Mike Ericson,50036,,5461,5461,1504 S. STORY ST.,LUXE NAILS,IA,SUITE # 11,"LUXE NAILS; 1504 S. STORY ST.; SUITE # 11; BOONE, IA 50036",NET 30 DAYS,,Hoa Chi,BOONE,
,55424-1266,(952) 927-3663 x609,69200,69200,4100 West 50th St. Ste 2100,"LUND FOOD HOLDINGS, INC./BYE",MN,,"LUND FOOD HOLDINGS, INC./BYE; 4100 West 50th St. Ste 2100; Edina, MN 55424-1266",NET 30 DAYS,,,Edina,
,67214,,6104,6104,327 N. HYDRAULIC,LUMINEO SIGNS.,KS,,"LUMINEO SIGNS.; 327 N. HYDRAULIC; WITCHITA, KS 67214",NET 30 DAYS,,,WITCHITA,
,67502,620 662 2363,5823,5823,1 COMPOUND DR.,LUMINEO SIGNS.,KS,,"LUMINEO SIGNS.; 1 COMPOUND DR.; HUTCHINSON, KS 67502",NET 30 DAYS,,Andrea Edwards,HUTCHINSON,
Kent Reed,50263,402-884-8591,4204,4204,850 SE ALICES ROAD,LUMBERMAN'S FIREPLACE & STONE,IA,,"LUMBERMAN'S FIREPLACE & STONE; 850 SE ALICES ROAD; WAUKEE, IA 50263",NET 30 DAYS,,Mandy Hemphill,WAUKEE,
,80223,(303) 587-4119,69150,69150,487 C-2 Braodway Blvd.,"LUMARK, INC.",CO,,"LUMARK, INC.; 487 C-2 Braodway Blvd.; Denver, CO 80223",NET 30 DAYS,,,Denver,
Joe Phillips,50265,,4541,4541,3200 MAPLE STREET,LUFT'S LAWN CARE,IA,,"LUFT'S LAWN CARE; 3200 MAPLE STREET; WEST DES MONES, IA 50265",NET 30 DAYS,,,WEST DES MONES,
,75902,936-634-2211,69100,69100,601 S. Raguet,LUFKIN INDUSTRIES,TX,PO Box 849,"LUFKIN INDUSTRIES; 601 S. Raguet; PO Box 849; Lufkin, TX 75902",NET 30 DAYS,,,Lufkin,
Rich Thompson,50322,515 720 6654,6113,6113,3009 100TH ST,MAKE A WISH IOWA,IA,,"MAKE A WISH IOWA; 3009 100TH ST; URBANDALE, IA 50322",NET 30 DAYS,,,URBANDALE,
Mike Ericson,49036-9703,,5408,5408,175 N. MICHIGAN AVE.,"MAKA BOONE, LLC",MI,,"MAKA BOONE, LLC; 175 N. MICHIGAN AVE.; COLDWATER, MI 49036-9703",NET 30 DAYS,,,COLDWATER,
Brian Thompson,50009,515-967-7667,2583,2583,503 FIRST AVENUE NORTH,MAJESTIC TRUCK COLLISION & FRAME REPAIR,IA,P.O. BOX 531,"MAJESTIC TRUCK COLLISION & FRAME REPAIR; 503 FIRST AVENUE NORTH; P.O. BOX 531; ALTOONA, IA 50009",NET 30 DAYS,,Terry Sapp,ALTOONA,
,50313,282-5466,2464,2464,5048 2ND AVE.,MAJESTIC LION ANTIQUES,IA,,"MAJESTIC LION ANTIQUES; 5048 2ND AVE.; DES MOINES, IA 50313",NET 30 DAYS,,Betsey Munn,DES MOINES,
,58107-2123,1-800-437-4794,69950,69950,3001 S University Dr.,MAINTENANCE ENGINEERING LTD.,ND,P.O. Box 2123,"MAINTENANCE ENGINEERING LTD.; 3001 S University Dr.; P.O. Box 2123; Fargo, ND 58107-2123",NET 30 DAYS,,,Fargo,
Kent Reed,50115,641-332-2674,4193,4193,403 STATE STREET,MAIN STREET GUTHRIE CENTER,IA,,"MAIN STREET GUTHRIE CENTER; 403 STATE STREET; GUTHRIE CENTER, IA 50115",NET 30 DAYS,,Julie Bailey,GUTHRIE CENTER,
Joe Phillips,50111,515-202-5047,2475,2475,2305 DESTINATION CIRCLE,MAIN ENTERPRISES,IA,,"MAIN ENTERPRISES; 2305 DESTINATION CIRCLE; GRIMES, IA 50111",NET 30/FC 18% ANNUAL,,Jennifer Main,GRIMES,
,80112-5806,(303) 790-8023,69900,69900,8310 S. Valley Highway,"MAIL-WELL, INC.",CO,,"MAIL-WELL, INC.; 8310 S. Valley Highway; Englewood, CO 80112-5806",NET 30 DAYS,,,Englewood,
Joe Phillips,50021,,4688,4688,802 SE ORALABOR ROAD,MAID-RITE: CHERYL WILLIAMS,IA,SUITE 132,"MAID-RITE: CHERYL WILLIAMS; 802 SE ORALABOR ROAD; SUITE 132; ANKENY, IA 50021",NET 30 DAYS,,,ANKENY,
Joe Phillips,50322,(515) 276-5448,69850,69850,2951 86th St.,MAID-RITE COMPANY,IA,,"MAID-RITE COMPANY; 2951 86th St.; Des Moines, IA 50322",NET 30 DAYS,,,Des Moines,
Joe Phillips,50211,515-981-1012,2330,2330,1031 SUNSET DR.,MAID-RITE - OVERTURF ENTERPRISES,IA,,"MAID-RITE - OVERTURF ENTERPRISES; 1031 SUNSET DR.; NORWALK, IA 50211",NET 30 DAYS,,Mike & Lee Overturf,NORWALK,
Joe Phillips,50021,,4687,4687,802 SE ORALABOR RD.,MAID-RITE - OLD LOCATION,IA,,"MAID-RITE - OLD LOCATION; 802 SE ORALABOR RD.; ANKENY, IA 50021",NET 30 DAYS,,,ANKENY,
Joe Phillips,50401,641-494-7692,2521,2521,100 SOUTH FEDERAL AVENUE,MAID-RITE,IA,SOUTHBRIDGE MALL,"MAID-RITE; 100 SOUTH FEDERAL AVENUE; SOUTHBRIDGE MALL; MASON CITY, IA 50401",NET 30 DAYS,,,MASON CITY,
Joe Phillips,46506,574-546-3718,69870,69870,"FORTUNE S OF INDIANA, INC.",MAID-RITE,IN,4475 WET SHORE DR,"MAID-RITE; FORTUNE S OF INDIANA, INC.; 4475 WET SHORE DR; BREMEN, IN 46506",NET 30 DAYS,,,BREMEN,
Joe Phillips,50125,515-961-8700,69860,69860,1709 N JEFFERSON WAY,MAID-RITE,IA,,"MAID-RITE; 1709 N JEFFERSON WAY; INDIANOLA, IA 50125",NET 30 DAYS,,,INDIANOLA,
Joe Phillips,50111,515-986-1777,2411,2411,5410 NW 112TH STREET,MAID-RITE,IA,,"MAID-RITE; 5410 NW 112TH STREET; GRIMES, IA 50111",Net 30,,,GRIMES,
Joe Phillips,65536,515-276-5448,2370,2370,912 ALEXIS DR,MAID-RITE,MO,,"MAID-RITE; 912 ALEXIS DR; LEBANON, MO 65536",NET 30 DAYS,,Scott & Christine Barrett,LEBANON,
Joe Phillips,50322,515-402-7500,2314,2314,8789 NORTHPARK DRIVE,MAID-RITE,IA,,"MAID-RITE; 8789 NORTHPARK DRIVE; URBANDALE, IA 50322",NET 30 DAYS,,,URBANDALE,
Joe Phillips,52577,,5868,5868,902 A AVE W,MAID-RITE,IA,,"MAID-RITE; 902 A AVE W; OSKALOOSA, IA 52577",NET 30 DAYS,,Bob Brown,OSKALOOSA,
Joe Phillips,50023,,4876,4876,DMACC STUDENT REC,MAID RITE,IA,206 S. ANKENY BLVD.,"MAID RITE; DMACC STUDENT REC; 206 S. ANKENY BLVD.; ANKNEY, IA 50023",NET 30 DAYS,,,ANKNEY,
Joe Phillips,50273,,5272,5272,505 E MADISON,MAHLE,IA,,"MAHLE; 505 E MADISON; WINTERSET, IA 50273",NET 30 DAYS,,Jim Sturgill,WINTERSET,
,50310,515,3407,3407,2647 BEAVER AVE.,MAHALIE'S SALON,IA,,"MAHALIE'S SALON; 2647 BEAVER AVE.; DES MOINES,, IA 50310",NET 30 DAYS,,,"DES MOINES,",
,50309,515362-3501,69800,69800,699 Walnut St Ste 1300,MAGNUM RESOURCES,IA,,"MAGNUM RESOURCES; 699 Walnut St Ste 1300; Des Moines, IA 50309",NET 30 DAYS,,,Des Moines,
Joe Phillips,50309,,4930,4930,1420 LOCUST ST,MAGNOLIA WINE KITCHEN,IA,,"MAGNOLIA WINE KITCHEN; 1420 LOCUST ST; DES MOINES, IA 50309",NET 30 DAYS,,,DES MOINES,
,29501,(843) 267-2033,69750,69750,2701 David McLeod Blvd.,MAGNOLIA MALL,SC,,"MAGNOLIA MALL; 2701 David McLeod Blvd.; Florence, SC 29501",NET 30 DAYS,,,Florence,
,50265,,3021,3021,2100 WESTOWN PARKWAY # 200,MARGULIES PROPERTY MANAGEMENT,IA,,"MARGULIES PROPERTY MANAGEMENT; 2100 WESTOWN PARKWAY # 200; WES DES MOINES, IA 50265",NET 30 DAYS,,,WES DES MOINES,
Kent Reed,50309,515-419-3000,4397,4397,400 SE 6TH ST,MARGARITA MEXICAN RESTAURANT,IA,,"MARGARITA MEXICAN RESTAURANT; 400 SE 6TH ST; DES MOINES, IA 50309",NET 30 DAYS,,Cory Steiner,DES MOINES,
,73179,(405) 745-1347,70500,70500,7727 SW 44th St,MARDEL STORES,OK,,"MARDEL STORES; 7727 SW 44th St; Oklahoma City, OK 73179",NET 30 DAYS,,,Oklahoma City,
,73179,,5551,5551,7707 SW 44TH ST.,MARDEL HEMISPHERES,OK,,"MARDEL HEMISPHERES; 7707 SW 44TH ST.; OKLAHOMA CITY, OK 73179",NET 30 DAYS,,,OKLAHOMA CITY,
Rich Thompson,50046,(515) 321 6247,3314,3314,102 RACE ST.,MARCI BUSHMAN,IA,,"MARCI BUSHMAN; 102 RACE ST.; CAMBRIDGE, IA 50046",NET 30 DAYS,,,CAMBRIDGE,
Rich Thompson,49512,616 458 3888,3234,3234,4585 40TH ST. SE,MARCECO LTD,MI,,"MARCECO LTD; 4585 40TH ST. SE; GRAND RAPIDS, MI 49512",NET 30 DAYS,,MARK D HERDER,GRAND RAPIDS,
,77063,(713) 780-3601,70450,70450,"3100 S. Gessner, Ste. 305","MARBLE SLAB CREAMERY, INC.",TX,,"MARBLE SLAB CREAMERY, INC.; 3100 S. Gessner, Ste. 305; Houston, TX 77063",NET 30 DAYS,,,Houston,
,50021,964-9300,70400,70400,2310 SE Delaware Ave. #O,"MARBLE SLAB CREAMERY, INC.",IA,,"MARBLE SLAB CREAMERY, INC.; 2310 SE Delaware Ave. #O; Ankeny, IA 50021",NET 30 DAYS,,,Ankeny,
,45840-3295,(419) 422-2121,70350,70350,539 S. Main St.,MARATHON ASHLAND PETROLEUM LLC,OH,,"MARATHON ASHLAND PETROLEUM LLC; 539 S. Main St.; Findlay, OH 45840-3295",NET 30 DAYS,,,Findlay,
Mike Ericson,50266,,4332,4332,9391 ASHWORTH RD,MAPLE GROVE UNITED METHODIST CHURCH,IA,,"MAPLE GROVE UNITED METHODIST CHURCH; 9391 ASHWORTH RD; WEST DES MOINES, IA 50266",NET 30 DAYS,,,WEST DES MOINES,
Joe Phillips,50315,515-284-0077,3138,3138,2128 INDIANOLA AVE,MAO'S EGGROLL'S,IA,,"MAO'S EGGROLL'S; 2128 INDIANOLA AVE; DES MOINES, IA 50315",NET 30 DAYS,,Mao,DES MOINES,
Kent Reed,50111,641-629-6172,4864,4864,2900 SE GRIMES BLVD.,MANY HANDS THRIFT MARKET,IA,,"MANY HANDS THRIFT MARKET; 2900 SE GRIMES BLVD.; GRIMES, IA 50111",NET 30 DAYS,,Rob Van Beek,GRIMES,
,53217,(414) 961-1000,70300,70300,5301 N. Ironwood Rd.,MANPOWER INT’L.,WI,,"MANPOWER INT’L.; 5301 N. Ironwood Rd.; Milwaukee, WI 53217",NET 30 DAYS,,,Milwaukee,
,50315,515 480 1367,5684,5684,2229 WILLOWMERE,MANNY SIPRUT,IA,,"MANNY SIPRUT; 2229 WILLOWMERE; DES MOINES, IA 50315",NET 30 DAYS,,,DES MOINES,
Kent Reed,51455,712-655-9490,4511,4511,317 MAIN,MANNING PHARMACY,IA,,"MANNING PHARMACY; 317 MAIN; MANNING, IA 51455",NET 30 DAYS,,Bob & Lois Stessman,MANNING,
,30253,(000) 000-0000,70250,70250,112 Congressional Court,"MANISH INC., RED ROOF INN",GA,,"MANISH INC., RED ROOF INN; 112 Congressional Court; McDonough, GA 30253",NET 30 DAYS,,,McDonough,
Brian Thompson,02865,401-834-9003,2739,2739,676 GEORGE WASHINGTON HIGHWAY,MANDEVILLE SIGN,RI,,"MANDEVILLE SIGN; 676 GEORGE WASHINGTON HIGHWAY; LINCOLN, RI 02865",NET 30 DAYS,,Jeanne Mandeville,LINCOLN,
,L6G 1A8,(800) 361-8864 %2C x,70200,70200,"85 Citizen Ct., Unit 9",MANCHU WOK,ON,,"MANCHU WOK; 85 Citizen Ct., Unit 9; Markham, ON L6G 1A8",NET 30 DAYS,,,Markham,
,50266,515 532 9325,6009,6009,"1080 JORDAN CREEK PKWY,","MANAGEMENT PROFESSIONALS, INC. A DIVISION OF R & R REALTY GROUP",IA,SUITE 200 NORTH,"MANAGEMENT PROFESSIONALS, INC. A DIVISION OF R & R REALTY GROUP; 1080 JORDAN CREEK PKWY,; SUITE 200 NORTH; WEST DES MOINES, IA 50266",NET 30 DAYS,Other-Gov. Agency,,WEST DES MOINES,
Joe Phillips,50309,,5265,5265,550 SW 9TH STREET,MAMA MIA'S PIZZA,IA,SUITE 4108,"MAMA MIA'S PIZZA; 550 SW 9TH STREET; SUITE 4108; DES MOINES, IA 50309",NET 30 DAYS,,Elisa Bryant,DES MOINES,
,50322,771-3600,2657,2657,2743 86TH,MAMA LOCONA'S,IA,,"MAMA LOCONA'S; 2743 86TH; URBANDALE, IA 50322",NET 30 DAYS,,Jim,URBANDALE,
,30309,(404) 367-5443,70150,70150,1935 Peachtree Rd.,MAMA FU'S NOODLE HOUSE,GA,,"MAMA FU'S NOODLE HOUSE; 1935 Peachtree Rd.; Atlanta, GA 30309",NET 30 DAYS,,,Atlanta,
,50322,515-276-9996,70100,70100,"10052 JUSTIN DR., STE K",MALLARD PRINTING & PROMOTIONAL,IA,,"MALLARD PRINTING & PROMOTIONAL; 10052 JUSTIN DR., STE K; URBANDALE, IA 50322",NET 30 DAYS,,,URBANDALE,
,90638,(714) 522-8088,70050,70050,14930 Northam St.,"MAKITA U.S.A., INC.",CA,,"MAKITA U.S.A., INC.; 14930 Northam St.; La Mirada, CA 90638",NET 30 DAYS,,,La Mirada,
,54311,(920) 621-1427,70000,70000,2588 Sussex Rd,MAKIN' DOUGH CO,WI,,"MAKIN' DOUGH CO; 2588 Sussex Rd; Green Bay, WI 54311",NET 30 DAYS,,,Green Bay,
,20058,(301) 380-7934,70750,70750,"1 Marriott Dr., Dept. 51.932","MARRIOTT INTERNATIONAL, INC.",DC,,"MARRIOTT INTERNATIONAL, INC.; 1 Marriott Dr., Dept. 51.932; Washington, DC 20058",NET 30 DAYS,,,Washington,
,50325,515 225 1222,4044,4044,1520 NW 114TH ST.,MARRIOTT COURTYARD,IA,,"MARRIOTT COURTYARD; 1520 NW 114TH ST.; CLIVE, IA 50325",NET 30 DAYS,,Miles,CLIVE,
,50309,(515) 245-5500,70700,70700,700 GRAND AVE,MARRIOTT,IA,,"MARRIOTT; 700 GRAND AVE; DES MOINES, IA 50309",NET 30 DAYS,,Danica Adkins,DES MOINES,
,50266,515 208 1639,4364,4364,1250 JORDAN CREEK PKWY,MARRIOTT,IA,,"MARRIOTT; 1250 JORDAN CREEK PKWY; WEST DES MOINES, IA 50266",NET 30 DAYS,,,WEST DES MOINES,
,50266,,2137,2137,1250 JORDAN CREEK PARKWAY,MARRIOT,IA,,"MARRIOT; 1250 JORDAN CREEK PARKWAY; WEST DES MOINES, IA 50266",NET 30 DAYS,IA77,,WEST DES MOINES,
Mike Ericson,50250,,3424,3424,612 N. HARRISON STREET,MARKS DEVELOPMENT INC.,IA,,"MARKS DEVELOPMENT INC.; 612 N. HARRISON STREET; STUART, IA 50250",NET 30 DAYS,,,STUART,
Joe Phillips,50321,1-800-886-9987,70650,70650,5110 Park Ave,MARKEY'S AUDIO-VISUAL,IA,,"MARKEY'S AUDIO-VISUAL; 5110 Park Ave; Des Moines, IA 50321",NET 30 DAYS,,,Des Moines,
,50327,,6394,6394,1279 SE 78TH ST,MARK REIS,IA,,"MARK REIS; 1279 SE 78TH ST; RUNNELS, IA 50327",NET 30 DAYS,,,RUNNELS,
,50118,515 229 7559,5225,5225,125 GEORGE ST.,MARK NESET,IA,,"MARK NESET; 125 GEORGE ST.; HARTFORD, IA 50118",NET 30 DAYS,,,HARTFORD,
Brian Thompson,41653,,70600,70600,706 KY. RT. 1750,MARK LINK,KY,,"MARK LINK; 706 KY. RT. 1750; Prestonburg, KY 41653",NET 30 DAYS,,Taehoon Kim,Prestonburg,
,50135,641 990 5519,4765,4765,"13063 N,. 75TH AVE. E.",MARK KRUMM,IA,,"MARK KRUMM; 13063 N,. 75TH AVE. E.; KELLOGG, IA 50135",NET 30 DAYS,,,KELLOGG,
,50323,515 278 6656,4987,4987,3721 131ST. ST.,MARK JOHNSON,IA,,"MARK JOHNSON; 3721 131ST. ST.; URBANDALE, IA 50323",NET 30 DAYS,,,URBANDALE,
,50322,515 276 9275,5911,5911,6773 HICKMAN RD.,MARK COURTER INSURANCE,IA,,"MARK COURTER INSURANCE; 6773 HICKMAN RD.; URBANDALE, IA 50322",NET 30 DAYS,,,URBANDALE,
,50058,712 371 4014,5555,5555,804 NORTH STREET,MARK BAUER,IA,SUITE 1,"MARK BAUER; 804 NORTH STREET; SUITE 1; COON RAPIDS, IA 50058",NET 30 DAYS,,,COON RAPIDS,
,63099,(636) 827-3522,70550,70550,1375 N. Highway Dr.,MARITZ INC.,MO,,"MARITZ INC.; 1375 N. Highway Dr.; Fenton, MO 63099",NET 30 DAYS,,,Fenton,
Joe Phillips,50138,,5577,5577,222 E. ROBINSON STREET,MARION COUNTY BANK,IA,,"MARION COUNTY BANK; 222 E. ROBINSON STREET; KNOXVILLE, IA 50138",NET 30 DAYS,,David Hoke,KNOXVILLE,
Joe Phillips,50163,641-947-2181,5573,5573,115 NE MAIN STREET,MARION COUNTY BANK,IA,,"MARION COUNTY BANK; 115 NE MAIN STREET; MELCHER-DALLAS, IA 50163",NET 30 DAYS,,David Hoke,MELCHER-DALLAS,
Joe Phillips,50138,641-828-8399,5572,5572,1010 W. PEARL STREET,MARION COUNTY BANK,IA,,"MARION COUNTY BANK; 1010 W. PEARL STREET; KNOXVILLE, IA 50138",NET 30 DAYS,,David Hoke,KNOXVILLE,
,50320,515-988-8954,6236,6236,5223 SE 32ND ST,MARION COTTER,IA,,"MARION COTTER; 5223 SE 32ND ST; DES MOINES, IA 50320",NET 30 DAYS,,,DES MOINES,
Ryan Wolff,50322,515-255-3931,3897,3897,5801 HICKMAN RD,MARINO'S ITALIAN RESTAURANT,IA,,"MARINO'S ITALIAN RESTAURANT; 5801 HICKMAN RD; DES MOINES, IA 50322",NET 30 DAYS,,,DES MOINES,
,50131,,5667,5667,5775 MERLE HAY RD.,MARINO DINER & RESTURANT,IA,,"MARINO DINER & RESTURANT; 5775 MERLE HAY RD.; JOHNSTON, IA 50131",NET 30 DAYS,,,JOHNSTON,
Jessie Fasselius,52761,,5495,5495,404 CLEAVELAND ST.,MARINE CREDIT UNION,IA,,"MARINE CREDIT UNION; 404 CLEAVELAND ST.; MUSCATINE, IA 52761",NET 30 DAYS,,,MUSCATINE,
Jessie Fasselius,52807,,5494,5494,709 E 46TH ST,MARINE CREDIT UNION,IA,,"MARINE CREDIT UNION; 709 E 46TH ST; DAVENPORT, IA 52807",NET 30 DAYS,,,DAVENPORT,
,54603,,4784,4784,811 MONITOR ST.,MARINE CREDIT UNION,WI,,"MARINE CREDIT UNION; 811 MONITOR ST.; LA CROSSE, WI 54603",NET 30 DAYS,,,LA CROSSE,
Jessie Fasselius,50265,,4707,4707,909 9TH ST,MARINE CREDIT UNION,IA,,"MARINE CREDIT UNION; 909 9TH ST; WEST DES MOINES, IA 50265",NET 30 DAYS,,Liz Malott,WEST DES MOINES,
,50265,515-988-6425,2245,2245,640 SOUTH 50TH,MASSAGE HEIGHTS,IA,STE 1130,"MASSAGE HEIGHTS; 640 SOUTH 50TH; STE 1130; WEST DES MOINES, IA 50265",NET 30 DAYS,,Steve McFadden,WEST DES MOINES,
Jeff Fye,50325,,5951,5951,5441 NW 86TH ST.,MASSAGE HEIGHTS,IA,#300,"MASSAGE HEIGHTS; 5441 NW 86TH ST.; #300; JOHNSTON, IA 50325",NET 30 DAYS,,,JOHNSTON,
,85254,(602) 889-1090,71450,71450,"4835 E. Cactus Rd., #260",MASSAGE ENVY,AZ,,"MASSAGE ENVY; 4835 E. Cactus Rd., #260; Scottsdale, AZ 85254",NET 30 DAYS,,,Scottsdale,
,01111-0001,(413) 788-8411,71400,71400,1295 State St.,MASSACHUSETTS MUTUAL LIFE INSU,MA,,"MASSACHUSETTS MUTUAL LIFE INSU; 1295 State St.; Springfield, MA 01111-0001",NET 30 DAYS,,,Springfield,
,13804,607-265-3287,71300,71300,1384 Rt 206 p.o 331,MASONVILLE INN MOTOR LODGE,NY,,"MASONVILLE INN MOTOR LODGE; 1384 Rt 206 p.o 331; Masonville, NY 13804",NET 30 DAYS,,,Masonville,
Rich Thompson,50265,,4997,4997,218 5TH ST,MASONIC LODGE,IA,,"MASONIC LODGE; 218 5TH ST; WEST DES MOINES, IA 50265",NET 30 DAYS,,,WEST DES MOINES,
,50325,515 867 9255,5455,5455,1800 NW 86TH ST.,MARY'S BEAUTY SALON,IA,,"MARY'S BEAUTY SALON; 1800 NW 86TH ST.; CLIVE, IA 50325",NET 30 DAYS,,Oscar Montero,CLIVE,
Joe Phillips,50263,,4892,4892,73 NE CAREFREE LANE,MARY TAILOR,IA,,"MARY TAILOR; 73 NE CAREFREE LANE; WAUKEE, IA 50263",NET 30 DAYS,,,WAUKEE,
,50010,515-239-2011,71250,71250,1111 Duff Ave,MARY GREELEY MEDICAL CENTER,IA,,"MARY GREELEY MEDICAL CENTER; 1111 Duff Ave; Ames, IA 50010",NET 30 DAYS,,,Ames,
,50312,515-244-1913,4967,4967,#908,MARY ANN MCCOY- SELLERS HARDWARE,IA,3663 GRAND,"MARY ANN MCCOY- SELLERS HARDWARE; #908; 3663 GRAND; DES MOINES, IA 50312",NET 30 DAYS,,Sue Zahn,DES MOINES,
,50595,515 835 0836,5369,5369,815 WALNUT ST.,MARVIN GILBERT,IA,,"MARVIN GILBERT; 815 WALNUT ST.; WEBSTER CITY, IA 50595",NET 30 DAYS,,,WEBSTER CITY,
,50530,515 689 1924,5269,5269,3168 330TH ST.,MARTY MURRAY,IA,,"MARTY MURRAY; 3168 330TH ST.; DAYTON, IA 50530",NET 30 DAYS,,,DAYTON,
Kent Reed,50021,515-208-4825,4390,4390,207 NE DELAWARE,MARTINIZING DRY CLEANING,IA,,"MARTINIZING DRY CLEANING; 207 NE DELAWARE; ANKENY, IA 50021",NET 30 DAYS,,Virgil Hochstetler,ANKENY,
Jeff Fye,51442,,6339,6339,903 4TH AVE SOUTH,MARTIN'S AUTO DETAILS PLUS,IA,,"MARTIN'S AUTO DETAILS PLUS; 903 4TH AVE SOUTH; DENISON, IA 51442",NET 30 DAYS,,,DENISON,
,60658,(708) 385-6500 ext.,71200,71200,4501 W. 127th St.,"MARTIN OIL MARKETING, LTD.",IL,,"MARTIN OIL MARKETING, LTD.; 4501 W. 127th St.; Alsip, IL 60658",NET 30 DAYS,,,Alsip,
,50112,641 236 3459,3820,3820,824 16TH AVE,MARTIN MINELLI,IA,,"MARTIN MINELLI; 824 16TH AVE; GRINNELL, IA 50112",NET 30 DAYS,,,GRINNELL,
,45140,(513) 351-6211,71150,71150,"422 Wards Corner Rd., Ste. F",MARTIN FRANCHISING,OH,,"MARTIN FRANCHISING; 422 Wards Corner Rd., Ste. F; Loveland, OH 45140",NET 30 DAYS,,,Loveland,
,50312,515-278-2004,71100,71100,768 Foster Dr,MARTIN BRODY,IA,,"MARTIN BRODY; 768 Foster Dr; Des Moines, IA 50312",NET 30 DAYS,,,Des Moines,
,50160,,71050,71050,3954 Hoover St,MARTENSDALE COMMUNITY CHURCH,IA,,"MARTENSDALE COMMUNITY CHURCH; 3954 Hoover St; Martensdale, IA 50160",NET 30 DAYS,,,Martensdale,
,50158,,71000,71000,2500 South Center St,MARSHALL TOWN CENTER,IA,,"MARSHALL TOWN CENTER; 2500 South Center St; Marshalltown, IA 50158",NET 30 DAYS,,Brett Walker,Marshalltown,
,59802,(406) 258-6000,70950,70950,5250 Marshall Rd,MARSHALL MOUNTAIN,MT,,"MARSHALL MOUNTAIN; 5250 Marshall Rd; Missoula, MT 59802",NET 30 DAYS,,,Missoula,
Jeff Fye,50158,,5681,5681,2313 MARSHALLTOWN BLVD.,MARSHALL COUNTY LANDFILL,IA,,"MARSHALL COUNTY LANDFILL; 2313 MARSHALLTOWN BLVD.; MARSHALLTOWN, IA 50158",NET 30 DAYS,,,MARSHALLTOWN,
,54494,(715) 421-0805,70900,70900,443 Mead Circle,"MARSH/SCHO, WI",WI,,"MARSH/SCHO, WI; 443 Mead Circle; Wisconsin Rapids, WI 54494",NET 30 DAYS,,,Wisconsin Rapids,
,46256,,70850,70850,9800 Crosspoint Boulevard,"MARSH SUPERMARKETS, INC.",IN,,"MARSH SUPERMARKETS, INC.; 9800 Crosspoint Boulevard; Indianapolis, IN 46256",NET 30 DAYS,,,Indianapolis,
